"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","A[name]","A[address]","A[IBAN]","A[date]","A[EUR]","A[description]","eq",unique
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",51
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",52
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",53
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",54
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",55
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",56
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",57
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",58
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",59
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",60
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",61
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",62
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",63
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",64
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",65
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",66
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",67
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",68
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",69
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",70
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",71
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",72
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",73
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",74
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",75
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",76
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",77
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",78
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",79
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",80
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",81
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",82
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",83
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",84
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",85
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",86
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",87
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",88
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",89
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",90
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",91
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",92
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",93
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",94
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",95
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",96
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",97
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",98
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",99
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",100
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",101
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",102
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",103
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",104
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",105
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",106
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",107
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",108
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",109
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",110
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",111
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",112
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",113
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",114
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",115
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",116
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",117
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",118
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",119
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",120
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",121
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",122
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",123
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",124
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",125
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",126
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",127
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",128
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",129
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",130
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",131
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Josh","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",132
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Eliza","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",133
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Giorgio","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",134
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","John","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",135
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51",,"Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",136
"13","2020-05-18 11:57:39","1","de","941902747","2020-05-18 11:57:03","2020-05-18 11:57:39","Mary","Strasse 23c","DE2323Z23G232323232323","10-10-1010","7","This is fixed","7  This is fixed",137
"12","2020-05-18 11:56:51","1","de","191485478","2020-05-18 11:56:22","2020-05-18 11:56:51","Matt","Strasse 1b","DE12Q12121212T12321212","11-11-1111","7","This is fixed","7  This is fixed",138
